formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B
1,74,37.433086297,30.0963858478,227.0,168.93421,3473.0,2223.0,0.0,45.0,3.0,3.0,215.0,190.0,10070.0,9321.0,0.0,1.23,1.1,1.25,5.17,6.18431,0.0,0.0,-4.1050022975,-4.47387849,4.465163104,3.905274476,5.625752986,4.920337518,0.0,0.0,44.5125,29.78,0.0,9500.0,0.0,3100.0,0.12,0.16,27.2,27.03,12.0,16.84,37.45,30.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1323.0,1818.0,14.0,37.0,0.0,175.0,9.0,1.0,3.0,15.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,89.0,69.0,32.1,21.8,7.0,6.0,0.0,31.0,225.0,194.0,12.0,12.0,3.99462,3.43941
51,80,14.6983862686,43.7396719386,106.42,173.054,3236.0,1469.0,180.0,31.0,10.0,3.0,139.0,187.0,12023.0,6570.0,1.67,0.92,2.2,1.26,8.3369,6.25416,0.0,0.0,-5.13777457,-1.47410408,3.065947111,4.086451411,3.862851303,5.148606152,0.0,0.0,14.41,34.12,3200.0,9500.0,8000.0,3100.0,0.244,0.155,25.98,26.74,16.74,7.66,14.72,41.17,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1828.05,1092.0,62.0,39.0,142.0,190.0,0.0,0.0,10.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,70.0,4.8,20.9,5.0,6.0,44.0,9.9,225.0,225.0,12.0,12.0,2.79543,3.8532
28,45,24.6117420696,10.9412844417,200.59,58.6934,629.73,3186.0,25.0,180.0,12.0,10.0,132.0,124.0,13534.0,8908.0,1.24,1.75,2.0,1.91,10.4375,7.6398,0.0,0.0,-0.250105562414,-5.54632457,3.695665057,2.74306794,4.656246199,3.456049039,0.0,0.5953947,25.2375862069,10.32,5500.0,1000.0,3100.0,1500.0,0.14,0.444,27.983,26.07,2.295,17.48,23.82,10.86,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,234.32,1728.0,71.0,61.0,152.0,126.0,0.0,2.0,26.0,10.0,0.0,2.0,10.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,80.0,28.0,5.36,6.8,6.0,4.0,0.0,76.0,166.0,225.0,12.0,12.0,3.3977,2.48056
45,78,10.9412844417,36952.9240243,58.6934,131.293,3186.0,165.0,180.0,0.0,10.0,18.0,124.0,140.0,8908.0,5.9,1.75,0.0,1.91,2.6,7.6398,12.12984,0.0,6.456,-5.54632457,0.04873128,2.74306794,4.751892136,3.456049039,5.987008929,0.5953947,0.0,10.32,53.65,1000.0,0.0,1500.0,0.0,0.444,0.158,26.07,20.786,17.48,2.27,10.86,57.83,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1728.0,161.3,61.0,102.0,126.0,0.0,2.0,0.0,10.0,18.0,2.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,28.0,54.0,6.8,4.044,4.0,5.0,76.0,0.0,225.0,225.0,12.0,12.0,2.48056,4.85032
68,63,32.1094927554,20.0163777166,158.92535,28.0855,3503.0,3173.0,38.7,100.0,3.0,14.0,194.0,111.0,8219.0,2330.0,1.22,1.5,1.21,1.9,5.8638,8.15168,0.0,0.773,-4.62921769667,-5.424918005,3.988997542,3.444849839,5.025821971,4.340238825,0.0,0.0,31.7366666667,20.44,9500.0,4700.0,3100.0,1000.0,0.182,0.712,28.91,19.99,10.15,50.21,31.95,20.02,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1629.0,1687.0,29.0,78.0,176.0,110.0,5.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,65.0,14.0,25.5,5.53,6.0,3.0,22.0,0.0,194.0,227.0,12.0,4.0,3.54101,2.36803
20,42,31.5569998455,18.0021329803,162.5,92.90638,2840.0,5017.0,41.0,170.0,3.0,5.0,192.0,164.0,8551.0,8570.0,1.22,1.64,1.22,1.6,5.9389,6.75885,0.0,0.0,-4.60155445333,-10.09332153,3.968079278,3.312897187,4.99946661,4.173988903,0.0,0.0,31.24,18.18,9500.0,8500.0,3100.0,8800.0,0.173,0.265,28.16,24.6,11.35,30.0,31.6,18.15,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1685.0,2750.0,31.0,47.0,175.0,143.0,4.0,7.0,12.0,5.0,0.0,6.0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,66.0,41.0,24.5,15.7,6.0,5.0,25.0,38.0,194.0,229.0,12.0,8.0,3.52006,2.87565
28,52,24.6117420696,33.1475485628,200.59,145.0,629.73,3273.0,25.0,33.0,12.0,3.0,132.0,199.0,13534.0,7264.0,1.24,1.21,2.0,1.155,10.4375,5.582,0.0,0.0,-0.250105562414,-4.7446213425,3.695665057,4.075342789,4.656246199,5.134610166,0.0,0.0,25.2375862069,33.8425,5500.0,9500.0,3100.0,3100.0,0.14,0.0,27.983,0.0,2.295,0.0,23.82,33.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,234.32,1373.0,71.0,21.0,152.0,185.0,0.0,9.0,26.0,7.0,0.0,0.0,10.0,0.0,0.0,9.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,80.0,61.0,5.36,30.1,6.0,6.0,0.0,18.0,166.0,194.0,12.0,12.0,3.3977,3.63908
40,39,15.5008806878,12.2127044656,95.96,54.938045,4912.0,2334.0,230.0,120.0,6.0,7.0,154.0,139.0,10280.0,7470.0,1.77,1.61,2.16,1.55,7.09243,7.43402,0.0,0.0,-10.84610777,-9.02056525034,3.154164308,2.757836487,3.973998007,3.474656242,0.0,0.000310120689655,15.69,10.4875862069,2400.0,1600.0,5300.0,1800.0,0.251,0.479,24.06,26.32,37.48,12.91,15.59,12.2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2896.0,1519.0,50.0,52.0,139.0,132.0,6.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,42.0,25.0,12.8,9.4,5.0,4.0,20.0,78.0,229.0,217.0,8.0,5.24138,2.74324,2.27619
73,62,28.6408765609,27.2088046258,204.3833,78.96,1746.0,958.0,43.0,8.3,13.0,16.0,145.0,120.0,11850.0,4819.0,1.12,0.0,1.62,2.55,6.108194,9.75239,0.0,0.799,-2.27267753,-3.47079191,3.775558738,3.728679007,4.756905929,4.697841169,0.0,0.0,26.91,25.92,6500.0,2200.0,6500.0,6000.0,0.129,0.321,26.32,25.363,4.142,6.69,28.53,29.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,577.0,494.0,76.0,89.0,172.0,118.0,5.0,2.0,27.0,16.0,0.0,0.0,10.0,10.0,0.0,0.0,14.0,0.0,5.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,81.0,34.0,7.55,3.77,6.0,4.0,2.8,3.7,194.0,14.0,8.0,2.0,3.43253,2.364
72,41,17.6363171588,39.4383288823,47.867,22.98976928,3560.0,1156.0,110.0,6.3,4.0,1.0,160.0,166.0,4507.0,968.0,1.52,0.82,1.54,0.93,6.82812,5.139076,0.0,0.0,-7.77522712,-1.26024138333,3.219799121,3.88167309,4.056692689,4.890601634,2.25333333333e-05,0.0,16.69,29.2433333333,1100.0,1100.0,1600.0,500.0,0.524,1.228,25.06,28.23,14.15,2.6,17.67,39.76,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1941.0,370.87,43.0,2.0,142.0,180.0,8.0,1.0,4.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,22.0,11.0,14.6,24.11,4.0,3.0,44.0,3.3,194.0,229.0,8.0,12.0,2.70452,3.72922
13,63,42.9371873025,20.0163777166,40.078,28.0855,1757.0,3173.0,17.0,100.0,2.0,14.0,176.0,111.0,1550.0,2330.0,0.91,1.5,1.0,1.9,6.11316,8.15168,0.0,0.773,-1.948329565,-5.424918005,4.227260324,3.444849839,5.326014266,4.340238825,0.0,0.0,37.77,20.44,3900.0,4700.0,1500.0,1000.0,0.647,0.712,25.929,19.99,8.54,50.21,44.19,20.02,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1115.0,1687.0,7.0,78.0,201.0,110.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,20.0,14.0,25.7333333333,5.53,4.0,3.0,7.4,0.0,225.0,227.0,12.0,4.0,3.89661,2.36803
41,67,39.4383288823,18.0467295592,22.98976928,180.94788,1156.0,5731.0,6.3,200.0,1.0,5.0,166.0,170.0,968.0,16650.0,0.82,1.63,0.93,1.5,5.139076,7.54957,0.0,0.0,-1.26024138333,-11.85139954,3.88167309,3.309248619,4.890601634,4.169391995,0.0,0.0,29.2433333333,18.12,1100.0,2300.0,500.0,4800.0,1.228,0.14,28.23,25.36,2.6,36.57,39.76,17.65,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,370.87,3290.0,2.0,48.0,180.0,145.0,1.0,7.0,1.0,19.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,11.0,73.0,24.11,13.1,3.0,6.0,3.3,69.0,229.0,229.0,12.0,8.0,3.72922,2.8727
35,40,37.5306461188,15.5008806878,138.90547,95.96,3737.0,4912.0,28.0,230.0,3.0,6.0,207.0,154.0,6146.0,10280.0,1.18,1.77,1.1,2.16,5.5769,7.09243,0.0,0.0,-4.927546185,-10.84610777,4.194456026,3.154164308,5.28468344,3.973998007,0.0,0.0,36.8975,15.69,9500.0,2400.0,3100.0,5300.0,0.195,0.251,27.11,24.06,6.2,37.48,37.42,15.59,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1193.0,2896.0,13.0,50.0,187.0,139.0,9.0,6.0,3.0,6.0,9.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,57.0,42.0,31.1,12.8,6.0,5.0,14.0,20.0,194.0,229.0,12.0,8.0,3.71998,2.74324
34,67,37107.4947415,18.0467295592,83.798,180.94788,119.78,5731.0,0.0,200.0,18.0,5.0,116.0,170.0,3.75,16650.0,0.0,1.63,3.0,1.5,13.99961,7.54957,7.535,0.0,0.08753524,-11.85139954,4.162477568,3.309248619,5.244393107,4.169391995,0.0,0.0,36.06,18.12,0.0,2300.0,0.0,4800.0,0.248,0.14,20.786,25.36,1.164,36.57,44.81,17.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,115.79,3290.0,101.0,48.0,0.0,145.0,0.0,7.0,18.0,19.0,0.0,7.0,10.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,36.0,73.0,2.4844,13.1,4.0,6.0,0.0,69.0,225.0,229.0,12.0,8.0,4.59369,2.8727
36,3,21.5440580799,16.5944245175,6.941,26.9815386,1615.0,2792.0,11.0,76.0,1.0,13.0,128.0,121.0,535.0,2700.0,0.98,1.39,0.98,1.61,5.391719,5.985768,0.0,0.0,-1.86988691,-3.74542312,3.213570838,3.206237833,4.048845545,4.039606536,0.0,0.0,16.5933333333,16.48,2900.0,1600.0,4200.0,1000.0,3.582,0.897,24.86,24.2,3.0,10.71,21.63,16.61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,453.69,933.47,1.0,73.0,152.0,141.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,13.0,24.335,6.8,2.0,3.0,4.2,26.0,229.0,225.0,8.0,12.0,2.96771,2.85595
42,27,18.0021329803,37236.0355633,92.90638,4.002602,5017.0,4.07,170.0,0.0,5.0,18.0,164.0,28.0,8570.0,0.1785,1.64,0.0,1.6,0.0,6.75885,24.587387,0.0,18.098,-10.09332153,0.0011354,3.312897187,2.908733088,4.173988903,3.664774046,0.0,0.0,18.18,12.305,8500.0,3200.0,8800.0,3900.0,0.265,5.13,24.6,20.786,30.0,0.0,18.15,19.08,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2750.0,0.0,47.0,98.0,143.0,0.0,7.0,0.0,5.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,41.0,2.0,15.7,0.2050522,5.0,1.0,38.0,0.0,229.0,225.0,8.0,8.0,2.87565,2.73717
59,37,27.1665457947,29.5240319081,32.065,174.9668,717.72,3675.0,7.7,48.0,16.0,3.0,105.0,187.0,1960.0,9841.0,0.0,1.24,2.58,1.27,10.36001,5.42586,2.202,0.0,-4.09721671875,-4.52300002,3.722284555,3.864860763,4.689784664,4.869419431,0.0,0.0022471,25.786875,28.865,700.0,9500.0,1000.0,3100.0,0.708,0.154,22.7,26.86,1.721,18.65,25.76,29.52,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,388.36,1936.0,88.0,41.0,103.0,175.0,2.0,9.0,6.0,17.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,16.0,71.0,2.9,21.9,3.0,6.0,0.0,27.0,70.0,194.0,2.0,12.0,2.06242,3.40931
38,32,23.2222930956,14.1485504686,24.305,192.217,1363.0,4701.0,45.0,320.0,2.0,9.0,141.0,141.0,1738.0,22560.0,1.17,1.83,1.31,2.2,7.646235,8.96702,0.0,0.0,-1.54227231,-8.84851145,3.577326635,3.051696628,4.50714913,3.84489682,0.0,0.0,22.89,14.21,5300.0,5500.0,500.0,9100.0,1.023,0.131,24.869,25.1,8.48,41.12,23.48,13.88,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,923.0,2739.0,68.0,60.0,160.0,136.0,0.0,3.0,2.0,23.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,77.0,10.7666666667,7.6,3.0,6.0,17.0,210.0,194.0,225.0,12.0,12.0,3.18377,2.74055
73,33,28.6408765609,75.8478646831,204.3833,39.0983,1746.0,1032.0,43.0,3.1,13.0,1.0,145.0,203.0,11850.0,856.0,1.12,0.65,1.62,0.82,6.108194,4.3406633,0.0,0.0,-2.27267753,-1.09753971333,3.775558738,5.268200874,4.756905929,6.637517176,0.0,0.0,26.91,73.1066666667,6500.0,1700.0,6500.0,7200.0,0.129,0.757,26.32,29.6,4.142,2.335,28.53,75.63,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,577.0,336.53,76.0,3.0,172.0,230.0,5.0,1.0,27.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,81.0,19.0,7.55,43.23,6.0,4.0,2.8,1.3,194.0,229.0,8.0,8.0,3.43253,4.57083
36,79,21.5440580799,33.0132128825,6.941,88.90585,1615.0,3618.0,11.0,41.0,1.0,3.0,128.0,190.0,535.0,4472.0,0.98,1.21,0.98,1.22,5.391719,6.2173,0.0,0.0,-1.86988691,-6.464599775,3.213570838,4.015150874,4.048845545,5.058773104,0.0,0.0,16.5933333333,32.365,2900.0,9800.0,4200.0,2600.0,3.582,0.298,24.86,26.53,3.0,11.39,21.63,32.97,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,453.69,1799.0,1.0,12.0,152.0,179.0,1.0,9.0,1.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,39.0,24.335,22.7,2.0,5.0,4.2,26.0,229.0,194.0,8.0,12.0,2.96771,3.53391
68,38,32.1094927554,23.2222930956,158.92535,24.305,3503.0,1363.0,38.7,45.0,3.0,2.0,194.0,141.0,8219.0,1738.0,1.22,1.17,1.21,1.31,5.8638,7.646235,0.0,0.0,-4.62921769667,-1.54227231,3.988997542,3.577326635,5.025821971,4.50714913,0.0,0.0,31.7366666667,22.89,9500.0,5300.0,3100.0,500.0,0.182,1.023,28.91,24.869,10.15,8.48,31.95,23.48,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1629.0,923.0,29.0,68.0,176.0,160.0,5.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,65.0,12.0,25.5,10.7666666667,6.0,3.0,22.0,17.0,194.0,194.0,12.0,12.0,3.54101,3.18377
54,16,15.3604635067,10.9958606831,195.084,58.933195,4098.0,3200.0,230.0,180.0,10.0,9.0,136.0,126.0,21090.0,8900.0,1.78,1.75,2.28,1.88,8.9588,7.88101,0.0,0.0,-6.02850968,-7.080389145,3.108612885,2.736406748,3.91660681,3.447656463,0.0,1.5484712,15.02,10.245,5500.0,3100.0,9100.0,2700.0,0.133,0.421,25.86,24.81,22.175,16.2,15.1,11.12,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2041.4,1768.0,63.0,58.0,139.0,125.0,2.0,3.0,24.0,9.0,1.0,3.0,9.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,78.0,27.0,6.5,7.5,6.0,4.0,61.0,75.0,225.0,194.0,12.0,12.0,2.812,2.48024
11,52,42.5278253242,33.1475485628,79.904,145.0,332.0,3273.0,1.9,33.0,17.0,3.0,120.0,199.0,3120.0,7264.0,0.0,1.21,2.96,1.155,11.8138,5.582,1.457,0.0,-1.5830253375,-4.7446213425,3.892116444,4.075342789,4.903759436,5.134610166,0.0,0.0,29.48,33.8425,3300.0,9500.0,6900.0,3100.0,0.474,0.0,75.69,0.0,5.285,0.0,65.14,33.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,265.8,1373.0,95.0,21.0,0.0,185.0,1.0,9.0,17.0,7.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,35.0,61.0,3.05,30.1,4.0,6.0,0.0,18.0,64.0,194.0,1.0,12.0,2.38875,3.63908
27,29,37236.0355633,31.1403799108,4.002602,164.93032,4.07,2973.0,0.0,40.0,18.0,3.0,28.0,192.0,0.1785,8795.0,0.0,1.22,0.0,1.23,24.587387,6.0215,18.098,0.0,0.0011354,-4.57741687667,2.908733088,3.946510119,3.664774046,4.972291172,0.0,0.0,12.305,30.7333333333,3200.0,9500.0,3900.0,3100.0,5.13,0.165,20.786,27.15,0.0,11.76,19.08,31.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1747.0,98.0,33.0,0.0,177.0,0.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,67.0,0.2050522,23.6,1.0,6.0,0.0,26.0,225.0,194.0,8.0,12.0,2.73717,3.48112
1,38,37.433086297,23.2222930956,227.0,24.305,3473.0,1363.0,0.0,45.0,3.0,2.0,215.0,141.0,10070.0,1738.0,0.0,1.17,1.1,1.31,5.17,7.646235,0.0,0.0,-4.1050022975,-1.54227231,4.465163104,3.577326635,5.625752986,4.50714913,0.0,0.0,44.5125,22.89,0.0,5300.0,0.0,500.0,0.12,1.023,27.2,24.869,12.0,8.48,37.45,23.48,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1323.0,923.0,14.0,68.0,0.0,160.0,9.0,0.0,3.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,89.0,12.0,32.1,10.7666666667,7.0,3.0,0.0,17.0,225.0,194.0,12.0,12.0,3.99462,3.18377
79,75,33.0132128825,20.748847402,88.90585,238.02891,3618.0,4200.0,41.0,100.0,3.0,3.0,190.0,196.0,4472.0,19050.0,1.21,1.51,1.22,1.38,6.2173,6.1941,0.0,0.0,-6.464599775,-11.292339955,4.015150874,3.42137628,5.058773104,4.310663995,0.0,0.0,32.365,20.025,9800.0,0.0,2600.0,0.0,0.298,0.116,26.53,27.665,11.39,9.14,32.97,21.18,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1799.0,1408.0,12.0,20.0,179.0,158.0,9.0,20.0,3.0,6.0,9.0,9.0,1.0,1.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,39.0,92.0,22.7,24.9,5.0,7.0,26.0,111.0,194.0,63.0,12.0,4.0,3.53391,2.70235
61,26,25.0093109186,22.6609763824,44.955912,72.64,3103.0,3093.0,57.0,0.0,3.0,14.0,170.0,120.0,2985.0,5323.0,1.27,1.37,1.36,2.01,6.56149,7.89943,0.0,0.383,-6.28551309,-4.616039545,3.542874021,3.583307493,4.463741557,4.514684539,6.35e-06,0.0,22.235,23.005,5500.0,5300.0,4500.0,1900.0,0.568,0.32,25.52,23.222,14.1,36.94,24.96,22.23,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1814.0,1211.4,11.0,79.0,162.0,114.0,9.0,4.0,3.0,14.0,9.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,21.0,32.0,17.8,5.84,4.0,4.0,29.0,0.0,194.0,225.0,12.0,4.0,3.21375,2.49539
75,48,20.748847402,28.2141218166,238.02891,30.973762,4200.0,553.5,100.0,11.0,3.0,15.0,196.0,107.0,19050.0,1823.0,1.51,1.65,1.38,2.19,6.1941,10.48669,0.0,1.625,-11.292339955,-5.4005090425,3.42137628,3.560590636,4.310663995,4.486063093,0.0,0.0,20.025,22.5702380952,0.0,2000.0,0.0,5100.0,0.116,0.769,27.665,23.824,9.14,18.54,21.18,18.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1408.0,317.3,20.0,83.0,158.0,102.0,20.0,3.0,6.0,5.0,9.0,0.0,1.0,0.0,11.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,92.0,15.0,24.9,3.63,7.0,3.0,111.0,0.0,63.0,2.0,4.0,3.0,2.70235,2.21377
9,75,8.09817645545,20.748847402,9.012182,238.02891,2743.0,4200.0,130.0,100.0,2.0,3.0,96.0,196.0,1848.0,19050.0,1.67,1.51,1.57,1.38,9.3227,6.1941,0.0,0.0,-3.755038695,-11.292339955,2.508239481,3.42137628,3.160183721,4.310663995,0.0,0.0,7.89,20.025,8000.0,0.0,4000.0,0.0,1.825,0.116,16.443,27.665,7.895,9.14,8.11,21.18,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1560.0,1408.0,67.0,20.0,112.0,158.0,0.0,20.0,2.0,6.0,0.0,9.0,0.0,1.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,92.0,5.6,24.9,2.0,7.0,132.0,111.0,194.0,63.0,12.0,4.0,2.20087,2.70235
